person_age,person_income,person_emp_length,name,cb_person_default_on_file,cb_person_cred_hist_length,person_id
26,114000,10.0,Raymond Powell,N,2,14756
24,42300,8.0,Ashley Smith,N,4,14757
24,114000,8.0,Randy Obrien,N,2,14758
25,102000,7.0,Jonathan Warren,Y,4,14759
25,114000,4.0,Mathew Pope,N,4,14760
24,114000,2.0,Tina Thornton,N,3,14761
25,27336,9.0,Kelly Peters,N,4,14762
23,36500,2.0,Vernon Cruz,N,3,14763
23,114600,7.0,Charles Smith,N,3,14764
25,114996,7.0,Lauren Lindsey,N,3,14765
24,27168,5.0,Mitchell Weber,N,2,14766
25,102996,4.0,Tanya Horton,Y,3,14767
26,114996,1.0,Nancy Thompson,N,3,14768
23,115000,7.0,Kenneth Gibson,N,2,14769
24,42900,5.0,Cheryl Lowe,N,2,14770
25,115000,3.0,Andrea Walters,N,4,14771
25,115000,9.0,Monica Bell,N,4,14772
22,43000,0.0,Jeanne Henderson,N,2,14773
23,115000,4.0,Vanessa Garcia,N,3,14774
22,43000,7.0,Kara Barrera,N,2,14775
24,37680,8.0,Elizabeth Wilson,N,2,14776
24,115000,3.0,Rebecca Washington,N,2,14777
25,38400,3.0,Jonathan Hendricks,N,2,14778
25,115000,7.0,Marissa Whitehead,N,2,14779
23,115000,7.0,Megan Martin,N,4,14780
25,115000,3.0,Cody Dawson,Y,4,14781
25,115000,9.0,Loretta Johnson,Y,3,14782
23,45000,1.0,Deborah Huber,N,4,14783
23,115000,1.0,Tina Silva,N,4,14784
22,115000,6.0,Brenda Graves,N,4,14785
23,115000,4.0,Tonya Long,N,3,14786
23,115000,3.0,Joseph Salas,N,2,14787
24,115000,8.0,Christopher Salas,Y,4,14788
25,115000,3.0,Mark Monroe,N,4,14789
23,45000,5.0,Lauren Larson,N,4,14790
22,103000,6.0,Kim Anderson,N,4,14791
26,45000,10.0,Jamie Schaefer,N,4,14792
22,45000,0.0,Alexis Watson,N,2,14793
23,39000,7.0,Sharon Heath,N,3,14794
26,45000,3.0,Rachel Pitts,N,3,14795
22,115000,7.0,Stacey Murray,N,3,14796
25,115000,1.0,Lisa Farley,Y,2,14797
25,115000,4.0,Samantha Pierce,N,2,14798
23,45000,0.0,Cindy Jones,N,3,14799
25,115000,4.0,Angela Byrd,N,4,14800
24,115000,7.0,Julia Martin,N,4,14801
24,115000,8.0,Edward Lee,N,3,14802
25,45000,0.0,Candace Olson,N,2,14803
24,115000,4.0,Vanessa Jones,N,4,14804
26,115000,5.0,Timothy Donaldson,N,2,14805
26,39000,1.0,Leslie Reynolds,Y,4,14806
26,103000,0.0,Jennifer Allison,N,4,14807
25,115000,5.0,John Bray,Y,2,14808
23,103000,0.0,Angela Livingston,N,2,14809
23,39000,1.0,Allison Pollard,N,4,14810
23,45000,7.0,Erin Wilson,N,3,14811
23,115000,3.0,Richard Franklin,N,4,14812
26,115000,6.0,Sharon Todd,Y,3,14813
24,115000,8.0,Mackenzie Donaldson,N,3,14814
25,45000,4.0,Richard Carter,N,3,14815
26,39000,3.0,Melissa Gonzales,N,2,14816
26,115000,3.0,Aaron Alvarez,Y,2,14817
25,115000,4.0,Laura Burton,Y,4,14818
21,115000,2.0,Rebecca Reynolds,N,4,14819
25,39000,4.0,Daniel Morgan,N,2,14820
25,115200,1.0,April Sanchez,N,3,14821
26,115200,10.0,Andrea Knight,Y,2,14822
26,46890,9.0,Jack Barnes,Y,3,14823
24,115500,2.0,Ronald Campbell,N,2,14824
26,47000,7.0,Sarah Garcia,N,4,14825
24,115500,8.0,Evelyn Montgomery,N,4,14826
26,115600,4.0,Edward Lucero,N,4,14827
20,115731,4.0,Maria Grimes,N,3,14828
25,115731,3.0,Jennifer Cummings,N,4,14829
24,115800,5.0,Heidi Martinez,N,3,14830
24,47000,8.0,Todd Bridges,N,4,14831
25,116000,0.0,Emily Merritt,Y,4,14832
23,116000,8.0,Kimberly Macias,Y,4,14833
22,116000,3.0,Emily Young,N,4,14834
23,47000,3.0,John Watkins,N,4,14835
25,31000,2.0,Mariah Green,N,2,14836
25,116000,9.0,Brittney Robinson,N,4,14837
23,116004,1.0,Anthony Patterson,N,2,14838
22,33000,1.0,Eric Arnold,N,2,14839
26,116004,11.0,Stephen Cooper,N,2,14840
23,33195,5.0,Denise Nelson,N,4,14841
24,26400,8.0,Kayla Myers,N,2,14842
24,33660,3.0,Christopher Hill,N,4,14843
21,34000,4.0,Dustin Waters,N,4,14844
22,116700,0.0,Travis Bryant,N,4,14845
23,35000,4.0,Lauren Black,N,3,14846
23,104736,3.0,Susan Gibson,Y,2,14847
24,26400,4.0,Chad Jordan,N,2,14848
24,35000,0.0,Toni Wells,N,2,14849
21,26400,3.0,Richard Collier,N,4,14850
24,117000,8.0,Richard Boyd,N,3,14851
26,35000,3.0,Michael Bates,N,3,14852
22,117000,6.0,Amanda Haynes,N,4,14853
25,30000,9.0,Christopher Robinson,N,2,14854
21,117000,3.0,Julie Rosario,N,4,14855
26,26400,8.0,James Bartlett,N,4,14856
26,117000,10.0,Denise Sparks,N,4,14857
23,117000,7.0,Matthew Burnett,N,3,14858
26,117000,8.0,Anthony Forbes,N,4,14859
26,117000,4.0,Evelyn Myers,N,3,14860
22,89250,3.0,Dawn Bailey,N,4,14861
23,117000,8.0,Todd Haas,Y,4,14862
22,26400,1.0,Henry Daniels,Y,2,14863
23,37500,0.0,Kyle Walker,N,4,14864
22,117000,6.0,Scott Page,N,2,14865
25,117014,5.0,Alexis Fisher,N,4,14866
23,117696,2.0,Gloria Gonzalez,N,3,14867
24,117996,6.0,Amy Mcdonald,Y,3,14868
24,118000,4.0,Mario Herrera,N,4,14869
22,34000,7.0,Lisa Allen,N,2,14870
26,118000,4.0,Tara Williams,N,2,14871
26,40000,0.0,Andrew Jones,Y,3,14872
24,118000,8.0,David Black,N,2,14873
23,90100,7.0,Chad Lamb,Y,2,14874
21,26300,0.0,Tracey Whitehead,N,4,14875
25,118000,8.0,Steven Leach,N,4,14876
25,118000,8.0,Robert Ortiz,N,2,14877
23,118000,4.0,Frances Vega,N,3,14878
23,47000,1.0,Joseph Graham,Y,2,14879
21,118000,5.0,Adam Stevenson,N,3,14880
22,26232,0.0,Catherine Hoffman,N,2,14881
25,118000,9.0,Julie Roberts,N,2,14882
25,118189,9.0,Richard Day,N,3,14883
22,48000,6.0,Jeremy House,N,3,14884
25,118443,7.0,Heather Hughes,N,2,14885
25,118450,0.0,Paige Vega,N,4,14886
22,118812,6.0,James Shepard,N,2,14887
24,42000,8.0,Jennifer Nguyen,N,3,14888
22,119000,6.0,Jennifer Myers,N,3,14889
22,107000,6.0,Joanna Smith,Y,2,14890
22,42000,6.0,Holly Wade,N,3,14891
26,48000,1.0,Jimmy Vang,Y,2,14892
23,48000,5.0,James Johnson,N,2,14893
26,119000,3.0,Laura Turner,N,4,14894
26,119000,6.0,Dawn Bradford,N,2,14895
23,119496,7.0,Joshua Holland,N,4,14896
23,119500,4.0,Renee Rogers,N,2,14897
24,119500,8.0,Gina Santana,N,2,14898
22,26000,2.0,Wanda Lewis,N,2,14899
25,120000,4.0,Luis Pena,N,4,14900
25,48000,9.0,Jessica Shaffer,N,2,14901
23,48000,2.0,Michael Blackwell,N,3,14902
22,48000,6.0,Thomas Anderson,N,2,14903
21,48000,1.0,Pamela Lambert,N,3,14904
24,120000,8.0,Elizabeth Allen,N,4,14905
26,120000,10.0,Mariah Smith,N,3,14906
22,48000,5.0,James Lee,N,4,14907
24,120000,8.0,Cynthia Holmes,N,4,14908
22,120000,0.0,Sheryl Parker,N,3,14909
26,120000,0.0,Heather Small,N,2,14910
23,120000,7.0,Tony Fernandez,N,3,14911
23,48800,3.0,Jessica Montoya,N,4,14912
25,43000,9.0,Lisa Espinoza,N,3,14913
25,49000,5.0,Andrew Dixon,N,4,14914
24,49812,4.0,Donald Walsh,N,3,14915
25,120000,1.0,Jennifer Duke,Y,4,14916
22,120000,6.0,Tammy Hunter,N,2,14917
22,120000,3.0,Michael Schultz,N,2,14918
22,50000,6.0,Adam Miller,N,2,14919
25,120000,5.0,Laurie Malone,N,2,14920
25,120000,5.0,Sabrina Johnston,N,2,14921
23,120000,4.0,Ashley Ward,N,3,14922
25,120000,7.0,Robert Harvey,N,4,14923
23,108000,5.0,Jessica Myers,Y,2,14924
26,50000,3.0,James Morgan,N,3,14925
24,50000,0.0,Jennifer Sanders,Y,4,14926
25,120000,5.0,Joe Robles,N,3,14927
24,25920,4.0,Tyler Lindsey,Y,4,14928
23,120000,7.0,Danielle Ellis,N,3,14929
23,120000,8.0,Patricia Christensen,N,2,14930
22,25899,7.0,Natasha Cooper,N,2,14931
23,120000,3.0,Charles Ryan,N,4,14932
24,120000,3.0,Scott Chapman,N,2,14933
25,120000,9.0,Allen Jackson,N,3,14934
26,120000,10.0,Krista Morrison,Y,3,14935
23,120000,7.0,Brian Park,N,4,14936
22,44000,5.0,Jeremy Mahoney,N,3,14937
23,120000,3.0,Jessica Mccoy,N,4,14938
22,120000,0.0,Heather Li,N,4,14939
26,120000,11.0,Madeline Gould,N,4,14940
23,50000,7.0,Holly Obrien,N,3,14941
24,120000,8.0,Kathy Keller,N,3,14942
24,91800,8.0,Adam Cordova,N,2,14943
26,108000,8.0,Robert Farrell,N,3,14944
25,120000,9.0,Lindsay Parsons,N,4,14945
23,120000,7.0,Mikayla Barnett,N,3,14946
25,120000,2.0,Kelsey Shah,N,4,14947
22,120000,3.0,Roger Johnston,N,2,14948
24,120000,9.0,Tina Bates,N,4,14949
24,120000,8.0,Taylor Harris,N,4,14950
23,120000,7.0,Blake Carpenter,N,3,14951
23,50000,1.0,Hannah Mitchell,N,3,14952
22,120000,6.0,Anna Hogan,N,4,14953
24,120000,5.0,Victoria Fitzpatrick,N,4,14954
23,50000,7.0,Susan Martin,N,4,14955
24,91800,8.0,Lori Grant,N,2,14956
23,120000,5.0,James Mooney,N,3,14957
25,44000,1.0,Erika Rosales,N,4,14958
24,50000,2.0,Justin Munoz,N,2,14959
24,120000,3.0,Kenneth Molina,N,4,14960
24,120000,8.0,Alexis Obrien,Y,2,14961
23,120000,7.0,Mark Harvey,N,4,14962
22,120000,3.0,Jennifer Harvey,N,3,14963
23,120000,7.0,David Mcbride,N,3,14964
26,120000,5.0,Barbara Williams,N,2,14965
25,120000,7.0,Philip Roy,N,4,14966
26,120000,10.0,Cassandra Suarez,Y,2,14967
26,120000,5.0,Kristina Pratt,N,2,14968
25,120000,9.0,Amanda Weeks,N,4,14969
26,50004,3.0,Crystal Carlson,Y,4,14970
22,50004,6.0,Willie Griffin,Y,2,14971
23,120000,7.0,Kevin Bowen,N,4,14972
23,120000,7.0,Mary Pittman,N,3,14973
24,120000,8.0,Peter Moreno,N,3,14974
22,44172,4.0,Lindsey Ramirez,N,3,14975
26,50400,10.0,Wayne Roberts,N,2,14976
25,120000,9.0,Julie Williams,N,3,14977
25,50500,4.0,Danielle Allen,N,4,14978
25,120000,9.0,Destiny Roberts,N,3,14979
26,120000,10.0,Thomas Sanchez,N,2,14980
26,120000,0.0,David Suarez,N,2,14981
22,120000,2.0,Michelle Bradley,N,2,14982
22,51000,6.0,Amy Evans,N,4,14983
23,120000,7.0,Jeffrey Lewis,N,4,14984
25,25000,9.0,Roger Davis,N,2,14985
24,51000,6.0,Benjamin Adams,N,3,14986
23,120000,2.0,Marie Hawkins,Y,4,14987
25,51000,1.0,Carol Pace,Y,4,14988
23,120000,7.0,Kelly Smith,N,3,14989
24,120000,8.0,Amanda Bright,N,3,14990
25,120000,6.0,Reginald Leonard,N,2,14991
25,120000,2.0,Cassandra Robinson,N,4,14992
26,120000,3.0,Kristin Diaz,N,3,14993
26,91800,10.0,Richard Hogan,Y,4,14994
24,51500,8.0,Julie Pruitt,N,2,14995
22,25000,0.0,Kaylee Tapia,N,2,14996
25,25000,0.0,Nancy Brooks,N,2,14997
24,51996,2.0,Amy Martin,N,3,14998
26,120000,2.0,Melissa Morrison,N,4,14999
24,120000,8.0,Damon Case,Y,2,15000
23,46000,3.0,Theresa Freeman,N,4,15001
23,52000,7.0,Mark Robinson,N,3,15002
24,120000,0.0,Rebecca Thompson,Y,3,15003
25,52000,4.0,Emily Davis,N,4,15004
25,120000,9.0,Jeffrey Guzman,N,3,15005
25,120000,7.0,Brandon Miles,N,3,15006
22,52500,2.0,Cheryl Hernandez,N,3,15007
25,120000,5.0,Kristin Dunlap,N,2,15008
23,108000,7.0,Natalie Valdez,N,2,15009
23,120000,5.0,Robert Stone,N,3,15010
24,120000,1.0,Margaret Williams,N,3,15011
23,120000,0.0,Vanessa Pugh,N,2,15012
23,120000,2.0,Ana Johnson,N,3,15013
23,120000,7.0,Krista Ramirez,Y,2,15014
24,91800,8.0,Jaime Carey,Y,2,15015
22,52596,1.0,Megan Jones,N,2,15016
26,120000,3.0,Donald Bush,N,2,15017
23,120000,8.0,Russell Welch,N,2,15018
26,120000,8.0,Andrew Kirk,N,3,15019
24,23000,2.0,Brandon Romero,Y,2,15020
23,120000,7.0,Ann Smith,N,3,15021
23,120000,7.0,John Gordon,N,4,15022
24,23000,2.0,Mary Griffith,N,2,15023
25,25000,1.0,Jeffrey Reed,N,3,15024
24,120000,2.0,Jacob Valenzuela,N,3,15025
25,25000,4.0,Valerie Brewer,N,3,15026
24,25000,3.0,Evan Warren,N,3,15027
26,25200,0.0,Michelle Farley,Y,2,15028
23,26000,1.0,Sean Flowers,Y,3,15029
25,120000,4.0,Ashley Ellis,N,3,15030
26,120000,10.0,Billy Garrett,Y,2,15031
22,26880,2.0,Donna Salas,N,2,15032
22,28150,0.0,Audrey Edwards,N,4,15033
25,28800,2.0,Blake Morris,N,2,15034
23,29124,3.0,Gilbert Werner,N,4,15035
26,120000,10.0,Kiara Maldonado,N,3,15036
26,120000,10.0,Kayla Norton,Y,4,15037
25,30000,8.0,Gina Roberts,N,3,15038
24,91800,0.0,Nathan Love,N,4,15039
21,120000,5.0,Eric Vang,N,2,15040
22,31000,2.0,Taylor Adams,N,3,15041
26,120000,0.0,Gabriel Lewis,N,3,15042
23,120000,0.0,Carmen Marshall,N,3,15043
24,120000,8.0,Olivia Parks,Y,2,15044
25,25000,4.0,Jesse Baker,N,2,15045
26,25000,1.0,Laura Burke,N,3,15046
23,29000,0.0,Dylan Rivera,N,3,15047
24,37500,2.0,William Hayes,Y,3,15048
26,32000,5.0,Adam Wang,Y,3,15049
23,120000,8.0,Leah Smith,N,3,15050
25,25000,4.0,Kimberly Diaz,N,3,15051
22,25000,6.0,Brittany Cox,N,3,15052
23,120000,0.0,Lindsey Dixon,N,2,15053
24,32400,0.0,Brendan Hernandez,N,3,15054
25,120000,0.0,Scott Stewart,N,2,15055
22,120000,5.0,Samuel Wallace,N,3,15056
26,120000,10.0,Stephanie Spencer,N,2,15057
22,120000,3.0,Theodore Kim,Y,4,15058
26,120000,1.0,Jeffrey Lambert,Y,3,15059
24,120000,8.0,Austin Warren,N,3,15060
24,120000,1.0,Stuart Logan,N,2,15061
23,25000,1.0,Erika Johnson,N,3,15062
26,120000,10.0,Autumn Bradley,Y,4,15063
23,45000,6.0,Phillip Lee,N,4,15064
23,48000,4.0,Kristy Underwood,N,3,15065
24,120000,0.0,Brittany Holmes,N,2,15066
22,48000,1.0,Mitchell Wyatt,N,4,15067
23,108000,7.0,John Sullivan,N,2,15068
23,53616,6.0,Joshua Ayers,N,4,15069
23,120000,7.0,Cathy Davis,N,3,15070
24,120000,0.0,James Burns,N,2,15071
21,51000,5.0,Shaun Peters,N,4,15072
23,60000,1.0,Erica Meza,Y,4,15073
24,120000,7.0,Candice Strickland,N,3,15074
21,54000,0.0,Jonathan Miller,N,4,15075
24,62000,1.0,Pamela Calderon,Y,4,15076
25,120000,9.0,Renee Chavez,N,4,15077
24,108000,1.0,Eric Ross,Y,2,15078
26,120000,7.0,Mary Reilly,N,4,15079
23,120000,0.0,Trevor Ferguson,N,2,15080
26,120000,8.0,Dawn Wolf,N,3,15081
24,120000,8.0,Andre Wright,Y,2,15082
25,120000,3.0,Alison Esparza,N,3,15083
23,70000,7.0,Sandra Harris,N,4,15084
22,82000,2.0,Michael Caldwell,N,2,15085
22,24996,2.0,Rachel Holmes,N,4,15086
24,120155,4.0,Laura Lee,N,4,15087
25,12732,0.0,Christopher Carlson,N,2,15088
22,120456,6.0,Yolanda Kane,Y,2,15089
21,24996,5.0,Krystal Bishop,N,2,15090
22,34480,4.0,Cory Jackson,Y,3,15091
25,120775,9.0,Douglas Haynes,N,4,15092
26,26989,2.0,Barbara Arias,Y,3,15093
25,121000,9.0,Anna Stanton,N,2,15094
25,121000,6.0,Mary Hill,N,2,15095
23,121000,4.0,Kelly Bean,N,4,15096
24,121000,0.0,Donna Bautista,N,2,15097
22,12000,1.0,Brandon Knapp,N,2,15098
25,121000,1.0,Joseph Buchanan,N,3,15099
23,24972,0.0,Shelby Stewart,N,4,15100
23,14000,0.0,Sabrina Lewis,Y,4,15101
21,121352,5.0,Charles Munoz,N,4,15102
23,14088,2.0,Timothy Taylor,N,2,15103
25,121680,3.0,Elizabeth Washington,N,3,15104
22,24960,0.0,Tiffany Mayo,N,4,15105
25,14400,0.0,Daniel Gonzalez,Y,2,15106
23,122000,7.0,Angelica Palmer,N,2,15107
25,24864,9.0,Sarah Phelps,N,3,15108
25,110000,9.0,Kurt Horton,N,3,15109
22,24744,5.0,Trevor Golden,N,2,15110
22,122000,6.0,Craig Nichols,N,2,15111
25,122000,1.0,Mark Ortiz,Y,3,15112
23,122000,5.0,Donald Martinez,N,3,15113
22,24605,3.0,Beverly Bonilla,Y,2,15114
26,122000,4.0,Jeremiah Palmer,Y,3,15115
22,24600,1.0,Thomas Greer,N,4,15116
25,122000,9.0,Jessica Ferguson,Y,4,15117
26,14400,1.0,Yolanda Rivera,N,4,15118
21,15600,2.0,Stephanie Baker,N,2,15119
26,122000,10.0,Michele Sanders,N,2,15120
25,122000,8.0,Stacy Thomas,N,4,15121
25,122000,1.0,Laura Rasmussen,N,4,15122
21,15874,0.0,Jessica Castro,N,3,15123
23,122004,7.0,Patrick Jefferson,N,3,15124
25,16200,2.0,Angela Lane,N,4,15125
21,17000,0.0,Victor Vasquez,N,2,15126
24,94102,8.0,Stephanie Barrett,N,4,15127
22,18000,0.0,Jennifer Sosa,N,2,15128
24,123000,6.0,Lindsay Wilson,N,4,15129
22,123000,6.0,Scott Gill,N,4,15130
24,123000,6.0,Ashley Hampton,N,3,15131
21,18000,6.0,Sarah Gardner,Y,2,15132
26,18000,0.0,Austin Smith,N,2,15133
21,18000,3.0,Charles Huff,Y,4,15134
26,111917,1.0,Paul Chavez,N,3,15135
26,123996,10.0,Peggy Lee,N,4,15136
25,123996,9.0,Ryan Berger,N,3,15137
23,124000,4.0,April Richardson,N,4,15138
21,18000,5.0,Heather Quinn,N,4,15139
26,18700,2.0,Deborah Harris,N,4,15140
25,124000,9.0,Ashley Lewis,N,4,15141
24,124000,5.0,Gabriel Gonzalez,N,4,15142
22,24000,1.0,Hunter Ford,N,3,15143
23,24000,5.0,Destiny Aguilar,N,4,15144
22,124000,6.0,Kristin Turner,N,3,15145
26,112000,5.0,Alejandro Silva,N,4,15146
22,18996,1.0,Christopher Lowe,Y,3,15147
26,124500,10.0,Danny Hendrix,N,2,15148
26,124726,3.0,Lindsay Waters,N,3,15149
23,124800,2.0,Christopher Allen,N,3,15150
23,124800,4.0,Nancy Coleman,N,2,15151
21,112800,2.0,Valerie Collier,Y,2,15152
23,124896,5.0,Cindy Brown,N,2,15153
23,24000,2.0,Frederick White,Y,2,15154
23,24000,7.0,Holly Barker,N,2,15155
23,125000,6.0,Heather Bender,N,4,15156
25,125000,1.0,Antonio Todd,N,4,15157
25,125000,9.0,David Moore,N,3,15158
23,20004,2.0,Ricardo Harmon,N,3,15159
25,24000,7.0,Christopher Mills,N,3,15160
25,125000,1.0,Shelby Mcdowell,N,4,15161
24,20160,3.0,Matthew Martin,N,4,15162
22,21216,0.0,William Joseph,N,2,15163
25,125000,9.0,Alexa Walls,N,3,15164
22,24000,0.0,Benjamin Henry,Y,2,15165
24,23004,9.0,Steven Baird,N,2,15166
22,24000,0.0,Melanie Morris,Y,3,15167
21,24000,1.0,Jillian Fleming,N,3,15168
24,24000,1.0,Angela Gordon,N,3,15169
24,125000,3.0,Johnny Brown,N,3,15170
26,24000,0.0,Joseph Little,Y,4,15171
23,24000,4.0,Mary Bryant,N,2,15172
25,96050,3.0,Heather Meyers,N,2,15173
25,125000,2.0,Matthew Ramirez,N,4,15174
25,125000,3.0,Matthew Mcclure,N,3,15175
21,24000,2.0,Monica Stone,Y,4,15176
23,125000,7.0,Christine Vasquez,N,2,15177
26,25000,1.0,Gregory Howe,N,2,15178
25,125000,9.0,Cindy Black,N,2,15179
26,25200,2.0,Megan Stanley,Y,2,15180
26,125000,10.0,Joshua Hill,N,4,15181
26,125000,10.0,Andrea White,N,4,15182
22,26400,6.0,April Walsh,N,3,15183
24,125000,2.0,Julia Hamilton,N,3,15184
21,125000,2.0,Megan Ochoa,N,2,15185
24,125000,9.0,Cristina Glover,N,2,15186
25,53000,5.0,Cassandra Hart,Y,2,15187
25,113000,4.0,Walter Richards,Y,2,15188
26,125000,4.0,Gerald Burton,Y,3,15189
26,113000,10.0,Ronald Foley,N,2,15190
26,53307,5.0,Richard Aguilar,N,4,15191
25,125000,0.0,Charlene Gentry,N,3,15192
25,125000,9.0,Gregory Padilla,N,3,15193
23,53500,6.0,Jared Clark,N,2,15194
26,48000,1.0,Wesley Velazquez,Y,3,15195
25,48000,9.0,Troy White,Y,3,15196
26,125000,3.0,Briana Booth,Y,4,15197
23,48996,2.0,Jennifer Oconnor,N,4,15198
23,54996,8.0,Justin Perry,N,2,15199
23,125000,7.0,Caleb King,N,2,15200
24,54996,7.0,Melissa Lowery,N,4,15201
25,125000,9.0,Amanda Montgomery,N,3,15202
26,55000,10.0,Jonathan Johnson,N,2,15203
25,125000,4.0,Victor Richards,N,3,15204
23,113000,6.0,Nicholas Wilkinson,N,3,15205
22,49000,3.0,Rachel Sutton,N,3,15206
26,125000,10.0,Ross Walker,Y,3,15207
26,125000,2.0,David Frey,N,2,15208
24,125000,8.0,Ryan Parks,N,3,15209
24,24000,4.0,Austin Johnson,N,4,15210
22,55000,1.0,Nancy Harris,N,3,15211
21,125000,0.0,Edward Perkins,N,2,15212
24,55000,2.0,Linda Baker,N,2,15213
22,24000,0.0,Kelly Hayden,N,4,15214
24,49200,8.0,Andrea King,Y,4,15215
22,24000,0.0,Monica Gregory,N,4,15216
26,125000,5.0,Anita Chambers,N,2,15217
25,55315,3.0,Kimberly Morales,N,2,15218
24,49700,3.0,Joe Yang,N,4,15219
23,96050,0.0,Kathryn Wright,N,2,15220
22,24000,2.0,Crystal Barry,N,2,15221
26,125000,6.0,Cheryl Mendoza,N,4,15222
22,125000,0.0,Joel Rodriguez,Y,2,15223
23,113000,0.0,Nathaniel Frank,N,4,15224
22,24000,4.0,Ann Patrick,Y,4,15225
21,50000,0.0,Dillon Schroeder,Y,3,15226
24,56000,1.0,Samantha Maxwell,N,2,15227
25,125000,6.0,Austin Cortez,N,2,15228
25,125000,1.0,Robert Nelson,N,4,15229
23,125000,4.0,Jesse Collins,N,4,15230
22,125000,6.0,Rodney Manning,N,2,15231
25,125000,5.0,Jon Orozco,Y,3,15232
26,125000,4.0,Kelly Prince,N,2,15233
23,24000,5.0,Amanda Thomas,N,4,15234
25,57000,0.0,Elizabeth Cervantes,N,4,15235
22,24000,3.0,Jesse Miller,N,4,15236
22,125004,6.0,Melanie Mcdowell,N,2,15237
23,24000,0.0,Jeremy Love,N,4,15238
25,125004,0.0,Sandra Harvey,N,3,15239
22,125004,6.0,Jonathan Zimmerman,N,2,15240
22,125555,2.0,Vickie Hammond,N,4,15241
25,126000,9.0,Ryan Dillon,N,3,15242
25,126000,9.0,Timothy Garcia,N,4,15243
24,126000,7.0,Jonathan Robbins,Y,2,15244
22,126000,6.0,Brett Moreno,N,3,15245
26,114000,4.0,Matthew Schroeder,N,2,15246
25,126000,0.0,Diana Miller,N,3,15247
24,53000,1.0,Jennifer Swanson,N,2,15248
26,126000,3.0,Jodi Clark,N,4,15249
23,24000,0.0,Kaitlyn Garcia,N,3,15250
22,126000,6.0,Jacqueline Hicks,N,4,15251
26,24000,0.0,Rachael Callahan,N,4,15252
26,126000,4.0,Debra Griffin,N,3,15253
23,59880,0.0,Daniel Hamilton,N,4,15254
25,126500,2.0,Suzanne Taylor,N,2,15255
22,60000,0.0,Melissa Doyle,N,4,15256
23,97583,7.0,Vincent Freeman,N,2,15257
23,126996,2.0,Mike Briggs,N,2,15258
25,127000,9.0,Carlos Morrow,N,2,15259
26,127000,10.0,Amanda Cole,N,3,15260
26,127000,5.0,Craig Hopkins,Y,3,15261
24,97750,0.0,Charles Hardin,Y,3,15262
25,97750,9.0,Todd Ross,Y,3,15263
24,115000,3.0,Kelly Gutierrez,N,4,15264
26,127500,7.0,Felicia Howell,N,3,15265
22,127500,2.0,Cheyenne Peters,N,4,15266
23,54000,7.0,Melissa Nunez,N,2,15267
26,127500,9.0,Kelly Franklin,Y,4,15268
25,127741,9.0,Madison Schultz,N,2,15269
26,127992,10.0,Shawna Perkins,Y,3,15270
26,128000,8.0,Kenneth Jenkins,N,3,15271
24,128000,4.0,Christina Matthews,N,3,15272
26,60000,7.0,Stephen Lynch,N,3,15273
23,128000,7.0,Jeffrey Santos,N,2,15274
23,128000,4.0,Adam Morgan,Y,2,15275
26,116000,5.0,Andre Johnson,Y,3,15276
22,128000,6.0,Sandra Robinson,N,4,15277
23,128000,7.0,Michaela Johnson,Y,4,15278
22,128474,6.0,Sean Burton,N,2,15279
25,128500,1.0,Dustin Long,Y,3,15280
25,128600,9.0,Mitchell Bowman,N,3,15281
22,60000,0.0,Lindsey Watson,N,3,15282
23,129600,7.0,Lisa Logan,N,2,15283
25,129600,0.0,Katie Jenkins,N,3,15284
23,129996,2.0,Edward Roberts,N,4,15285
25,129996,9.0,Diane Fitzgerald,N,3,15286
24,60000,6.0,Christopher Tran,N,4,15287
22,60000,5.0,Richard Bray,N,3,15288
25,60000,5.0,Carrie Buck,N,4,15289
22,130000,6.0,Jay Baldwin,N,2,15290
23,60000,0.0,David Massey,N,2,15291
26,130000,10.0,Karen Moyer,Y,3,15292
24,60000,4.0,Thomas Snyder,N,3,15293
24,130000,8.0,Philip Davis,N,2,15294
22,60000,6.0,Geoffrey Hernandez,Y,3,15295
26,130000,8.0,Brent Hawkins,N,2,15296
26,130000,5.0,Anthony Graham,Y,4,15297
24,130000,3.0,Brandon Kelly,N,2,15298
26,130000,2.0,Richard Goodwin,N,2,15299
22,60000,5.0,Maria Griffin,N,4,15300
25,130000,9.0,Michelle Daniels,N,3,15301
26,130000,7.0,Madison Young,Y,3,15302
24,130000,8.0,Sarah Thompson,N,3,15303
24,60000,7.0,Kimberly Richardson,Y,2,15304
25,60000,7.0,Rebecca Crawford,N,3,15305
26,130000,3.0,Jonathan Morris,N,3,15306
23,60000,7.0,Elizabeth Stevens,Y,2,15307
24,60000,8.0,Michael Macias,N,3,15308
24,130000,8.0,Robert Bradford,N,2,15309
25,130000,3.0,Tina Black,N,4,15310
23,60000,4.0,Justin Norris,N,3,15311
23,130000,1.0,Kelly George,Y,4,15312
25,130000,9.0,Kaitlyn Collins,N,3,15313
23,130000,0.0,Jamie Chan,N,2,15314
25,130000,5.0,James Park,N,2,15315
23,130000,4.0,Carmen Johnson,N,3,15316
23,130000,7.0,Kathy Mcbride,Y,3,15317
22,130000,3.0,Wendy Ball,Y,4,15318
22,60132,7.0,Paula Schmidt,N,4,15319
22,54225,0.0,Richard Goodman,Y,4,15320
23,60480,7.0,Amber Hawkins,N,2,15321
